Description,Rating
"mechanical design verification engineer fresh consulting redmond, wa  fresh consulting is a design-led, software development and hardware engineering company, offering end-to-end digital services to help companies innovate. we bring together amazing ux designers, sophisticated developers, digital strategists, and top-notch engineers to help companies create fresh experiences that connect humans, systems, and machines. we’ve been growing fast and need someone to help us continue to manage the delivery of high-quality work in a fast-paced environment. see more at freshconsulting. com  role:  you will use your verification skills to define verification requirements, create test cases, design and implement the testing infrastructure, execute the testing, and report the results for the new product designs. define mechanical verification methodologies for each of the different systems by working with researchers, architects, and the design teams perform core function to provide support for thermal, vibration, stress, etc. design custom fixtures maintain and check test equipment calibration. define and drive implementation of scalable test infrastructure keep track of coverage metrics and bugs encountered and fixed support system bring up and debug activities clearly communicate test plans and results  skills:  7+ years mechanical qualification of consumer electronic devices test fixture design and development test procedure and process creation statistical data analysis and representation results and report generation experience with definition of verification requirements familiar with pcb test procedures for impact from mechanical elements. experience with definition and driving implementation of test automation experience with c#, python, and labview a plus  preferred qualifications: experience with system and sub system mechanical verification  education: bachelors degree in mechanical engineering or masters in mechanical engineering  our consultants: work on engineering and research assignments with f500 companies and startups. the relationships that we have created with our clients are one of a kind. we help solve problems in many technologies focusing on r&d, product development, and manufacturing. we work at the most cutting-edge and latest technologies from ar/vr to autonomous technologies. closely working with our clients, we believe that long term investments are extremely important to maintain the culture we together have created.  we’re a handpicked team of engineers, digital strategist, designers, and developers united together in creating a fresh experience. whether we are strategizing, designing, developing, or analyzing, our integrated team works as an extension of yours to improve your impact, your usability, and your customer conversion. in the process, we collaborate with you to get to know your business, understand your industry, and incorporate your big ideas into memorable experiences that keep your customers coming back for more.  benefits- employee benefits at 100% including pto, holiday pay, 401k plan and much more!",1
"power management systems design and verification engineer qualcomm san diego, ca  location california - san diego  arizona - chandler   job overview qualcomm is a company of inventors that unlocked 5g ushering in an age of rapid acceleration in connectivity and new possibilities that will transform industries, create jobs, and enrich lives. but this is just the beginning. it takes inventive minds with diverse skills, backgrounds, and cultures to transform 5gs potential into world-changing technologies and products. this is the invention age - and this is where you come in. qualcomm's power management systems team leads the industry in the system architecture and verification of high-performance power management integrated circuits (pmics) and power management units (pmus) embedded in our chipsets for smartphones, tablets, notebooks, a variety of cutting-edge consumer electronics, iot and automotives. these systems consist of switch-mode power supplies and linear voltage regulators for a variety of core, peripheral and charging applications. we are looking for power systems engineering professionals at all levels of experience from senior staff to entry level (assumes power related academic history), and depending on your experience level and area of technical expertise you will participate in the definition and verification of a variety of analog power systems while partnering with other qualcomm engineering teams like digital, rf and mixed-signal in a fast-paced environment. responsibilities on the team are roughly divided between system architecture and verification with significant overlap between both areas. examples of tasks required of each include: systems:  define and implement state of the art power systems and circuits for a variety of mobile devices, automotive infortament and adas system. research, specification and design of switch-mode power systems for chargers, usb interfaces, backlighting systems, etc. power grid modeling, ultra-low-power system architecture and experience with modeling languages like verilogams, veriloga and verilogpli. verification:  writing c#/f# code on an advanced test platform to generate programs that test/verify the functionality and performance of very complex analog and mixed-signal power systems. work with common lab equipment such as power supplies, oscilloscopes, spectrum analyzers, logic analyzers, jtag debugger, frequency counters, etc.  all qualcomm employees are expected to actively support diversity on their teams, and in the company.  minimum qualifications bachelor's degree in electrical engineering or relative field   preferred qualifications master's degree in electrical or computer engineering and 3 years of professional experience in power system design or phd in electrical engineering with a focus on power system design. academic or industrial experience in the designing and verifying full-custom power management circuits, systems and chipsets with multiple voltage domains in bicmos, bipolar, and cmos technologies for medium to highly integrated applications. specific experience in high current monolithic dc-dc converters and switch mode battery chargers along with strength in device physics, ultra-low-power design techniques and lab skills are also essential. knowledge in automotive electronics safety circuit knowledge in power, mixed-signal, or analog pcb design and debug including cad interface. system level design of analog and mixed-signal pmics dc-dc converter operational and design principles ultra-low-power system architecture    education requirements required: bachelor's preferred: master's or phd",-1
"mechanical cad designer fusion oem burr ridge, il  about us: we are a 35-employee systems integration company and contract manufacturer that is comprised of engineers, machinists, and assemblers who need to get things done quickly, accurately and efficiently for our clients. our engineering and manufacturing company was added to the best small companies in america list by forbes magazine. also, we are honored to be recognized among the best & brightest companies to work for in chicago for the 5th year in a row!  about the position: this is a fantastic opportunity for a self-motivated mechanical cad designer. the person in this position will support our production department through the generation and maintenance of solid models, mechanical details, and bills of material.  it is important that the applicant possesses the following virtues:  friendly, upbeat attitudedesire to get as much done in a day as possibleproactive self-starter, able to work with limited supervisionhighly responsiveexcellent attention to detailstrong work ethicability to go above and beyond without being asked totrainablestrong verbal and written communication skillsability to adapt to a changing environment with positive results job responsibilities: edit, revise, and update changes to existing cad drawings or bill of materials creation and maintenance of bills of materials. involved in official engineering releases to the production department for manufacturing. assist with scheduling and report on project status budgeting and product price targeting while in the design phase. assist purchasing with sourcing of materials. maintain organization of cad file system. mechanical design and detail minimum requirements: associates degree in drafting/design/engineering or equivalent job-related experienceproficient in solid modeling with autodesk inventor or solidworks and ms excel2 years industrial experienceability to read and understand mechanical drawingsunderstand and apply dimensional tolerancingability to understand and apply sound detailing practices good understanding of design for manufacturability (mechanical assembly) fusion oem offers a full benefits package including health, dental, vision, life, and disability insurance, 401k with match, paid time off and holiday pay. this is an hourly poisiotn (non-exempt). the fusion oem candidate evaluation process includes drug test, background check and reference checks. fusion oem is an equal opportunity employer. eeo m/f/d/v",1
"energy engineer sage energy consulting san rafael, ca  sage energy consulting is an energy planning and project management firm working primarily in renewable energy. our clients include public schools, municipal governments, other public agencies, and private organizations seeking to implement energy efficiency and energy projects, typically solar photovoltaic, battery storage, ev infrastructure, and microgrids. we are seeking a candidate for the position of energy engineer, reporting to the coo. this could be a part-time or contract position leading to full time. the successful candidate will have responsibilities for performing energy audits, analyzing building energy use with industry standard or proprietary models, and preparing reports for clients. typical project work can include feasibility studies, financial analysis, operational assistance, and client meetings. in addition, certain business development activities will include assisting with marketing/email campaigns, telephone and face-to-face follow up with potential clients, and trade show participation. key responsibilities conduct level 1 and level 2 energy audits of commercial and industrial facilities. prepare and review work products, including feasibility studies, financial models, audit reports, and proposals. convey project results and findings to clients by means of oral discussions, presentations and written project documentation. responsible for the effective management of your own time and effort. travel within california and occasionally outside california to perform project site surveys and attend client meetings. skills and qualifications bachelor’s degree in an energy-related technical field, ee or me preferred. p. e., e. i. t., c. e. a., and/or c. e. m. preferred, or the ability to obtain such license/certification. experience conducting energy audits on commercial, industrial, and/or multi-family residential facilities strongly preferred. knowledge of energy technologies, such as solar pv, storage, and microgrids. ability to complete project work under accelerated schedules. strong working knowledge of ms office software (word, excel, project). advanced excel skills preferred. working knowledge of building energy modeling software. ability to quickly develop working knowledge of energy generation modeling software and in-house spreadsheet models. natural relationship building with internal and external customers. able to convey sage’s value proposition to a variety of audiences. strong written/verbal communication skills. ability to manage multiple tasks in a fast-paced environment. sage strongly values diversity and is an equal opportunity employer. our compensation is commensurate with the market and the candidate’s individual skills and experience. sage provides a comprehensive benefits package to all employees. support for a work visa is not available for this position. please submit your cv and cover letter as attachments in word or pdf format to careers@sagerenew. com.",-1
"electro-mechanical design engineer pci-e holdings, inc. montgomeryville, pa  electro-mechanical design engineer about the company performance controls, inc. (pci) manufactures high performance pulse width modulated (pwm) amplifiers used in magnetic resonance imaging (mri) and in motion control applications which directly relate to the quality of life for people around the world. in mri applications, our amplifiers improve image quality to better diagnose and treat disease. as an example of a motion control application, our amplifiers are used in airport doppler weather radar systems contributing to the outstanding takeoff and landing safety record of airlines operating in the us. we have contributed to the state-of the-art of pwm power, and received numerous patents for our developments. to learn more about us, our products, and our applications, please visit our website: www. pcipa. com. we are a growing company driven by challenging applications, world class engineering, and a desire to make a difference in the world. we are looking for quality people who want to make a difference. performance controls, inc. is an equal opportunity/affirmative action employer job summary the electro-mechanical design engineer applies principles and understanding of ac input control circuit design, basic electrical circuit design, wiring and cabling design, electronics cooling and thermal design, printed circuit board design and regulatory compliance requirements to conceive, develop, prototype, and document the electro-mechanical design of electronic products such as servo amplifiers, gradient amplifiers and related power supplies and accessories for mri and motion control applications. essential duties and responsibilities : · conceive and design the electro-mechanical packaging for power electronic products ranging from simple modules to full-cabinet enclosure designs · work closely with electrical and mechanical engineers in developing the overall product package design to meet exacting electrical, thermal, mechanical, environmental and compliance specifications for product design · select ac input electrical components (fusing, circuit breakers, contactors, line filters, cabling, electrical interconnects, etc.) and design/document related electrical circuits · select mechanical components (clamps, standoffs, brackets, hardware, fans, etc.) and design/document related mechanical assemblies and structures. · assemble and evaluate product prototypes while ensuring product design specifications, including design for manufacturability, have been satisfied and the product is ready for production release. · work with documentation control group to fully document the top level product; documentation includes bills of material (boms), assembly drawings, cable and wiring drawings and diagrams, family trees, block diagrams and schematics. · work with manufacturing engineers during pilot runs and use feedback to improve manufacturability · support product continuation engineering efforts over product life minimum qualifications: minimum seven years of related and relevant professional experience demonstrated ability to independently manage assigned tasks and projects and complete them on time and within budget ability to interface and communicate (verbally and in writing) with all levels of company personnel, vendor contacts and customer contacts. education requirements: bs degree in electrical engineering. individuals with lesser academic degree but appropriate background and experience may be considered for this position. key candidate characteristics: · team player with strong leadership attributes · able to manage multiple tasks and set priorities · able to work independently to analyze and resolve problems and create new designs with little supervision · able to work comfortably and effectively with a design team · flexible – priorities can change in a short time · creative – able to conceive of clever electrical, thermal, and mechanical design solutions · tenacious – enjoys the challenge of perfecting and optimizing designs within schedule time constraints · enjoys hands-on work · service oriented · open-minded and desire to learn · creates plans and works towards goals · able to complete tasks with short deadlines · self-starter who can work without close supervision · well organized and productive · relies on extensive experience and judgment to plan and accomplish goals · proven achiever · technically oriented and analytical when necessary · comfortable with a small company environment and willing to own a problem or project  qualifications skills required: · familiarity with the national electrical code for power cable and fuse selection · solid understanding of ac input electrical circuits, components and component selection including fuses, wire/cable (wire gage sizing and insulation selection), circuit breakers, contactors, power i/o terminals, line filtering. · excellent “wireman” and product mechanical design (packaging) layout skills: typically builds the first prototype system, positions major components and assemblies with consideration to cooling, both forced-air and liquid, and determines how to mount and route cabling, both power and signal, for mechanical integrity and avoidance of electrical noise corruption to signal lines. · able to interpret/understand safety standards’ requirements for grounding/bonding, spacing/separation, dielectric strength, leakage currents, insulation, shock prevention, dielectric testing methods, etc., and apply this understanding to the product’s design · able to interpret/understand environmental requirements and apply this understanding to the product’s design · product documentation; specifically assembly drawings and boms. once the prototype is designed, it needs to be documented; this is part of the job. requires good writing and documentation skills. · electrical chassis design · mechanical skills: requires skilled use of common tools, familiarity with english and metric hardware, establishing and documenting torque requirements. · software design tools: preferably solidworks, but we also use autocad for legacy products and some cable drawings; pads schematic capture, excel/word. we use microsoft dynamics ax (but we’ll be moving to ax 365) for our mis (part master and boms). experience designing for compliance with domestic and international regulatory compliance standards relating to safety, emc and environmental requirements. proficient in the use of microsoft office products (excel, word, power point). familiarity with mis and/or erp systems · good communication skills, both verbal and written · history of providing leadership on assigned projects applying knowledge and sensitivity to company goals and financial constraints physical demands & working conditions: · able to talk and clearly communicate with other employees, management and vendors via telephone or face to face · able to prepare reports, requests, e-mails and other similar written communications · able to use a computer for documentation, communication, cad, data entry, etc. · able to travel alone by car and air · able to operate safely and effectively in a high-voltage power electronics laboratory. · able to safely use small power tools and hand tools · able to independently and safely lift items weighing up to 50 pounds · domestic and international travel (< 10%).",1
"validation engineer lifecore biomedical llc chaska, mn 55318  this individual will define, execute, review/approve and summarize equipment, process, software, and facility validation documentation including investigations into failures. they will use quality engineering concepts to monitor, support, and critically review changes or issues to existing product lines and/or critical processes; review and approve appropriate controlled documentation; ensure data is reviewed and trends are investigated in a manner to ensure product quality. they will create process, equipment, software and facility validation plan/protocols and reports that are comprehensive, clearly written and technically sound; participate in risk identification and assessment actions for new/changed equipment and processes; provide technical consultation and validation status impact assessment for validated equipment, process, and software changes and investigations. requirements: bs (life sciences or engineering preferred) with 2-5 years of validation or quality engineering experience. experience with production process, software, facility and equipment validation activities in the medical device and/or pharmaceutical industry. demonstrated ability to coordinate cross functional projects.",-1
"lead mechanical engineer boeing tukwila, wa 98108  at boeing, we are all innovators on a mission to connect, protect, explore and inspire. from the seabed to outer space, you’ll learn and grow, contributing to work that shapes the world. find your future with us. boeing defense, space, and security is seeking a lead mechanical engineer (level 4) to support multiple phantom works programs in puget sound. the lead mechanical engineer is responsible for ensuring a comprehensive space vehicle design, with inputs from other design disciplines and systems engineering. this position requires sound technical judgment, and the ability to rapidly make decisions that balance the overall space vehicle design. ideal candidates will possess strong organizational skills and the ability to adapt to a fast-paced and continually changing environment. this position will require strong team-work and communication skills to effectively work across multiple program teams, internal organizations and assist our programs as we grow our team’s capabilities. this position is located in tukwila, wa. **this position offers relocation based on candidate eligibility. basic relocation is available for internal candidates.** primary responsibilities develop and verify space vehicle mechanical design. analyze and verify mechanical performance of hardware components a vehicle. perform detailed system design and verification activities. support system level integration and validation. analyze system level performance. perform analyses and trades in support of a rapid prototype system. manage performance of critical suppliers to ensure subsystem compliance and delivery. this position requires an active u. s. security clearance, for which the u. s. government requires u. s. citizenship. (a u. s. security clearance that has been active in the past 24 months is considered active). basic qualifications: bachelors of science degree in aerospace, civil or mechanical engineering. 9 years or more of experience in aircraft or spacecraft mechanical design. 3 years or more of experience in supplier technical evaluation and technical performance management. preferred qualifications experience leading an integrated product multi-disciplinary team experience incorporating design requirements from a multi-disciplinary team into mechanical design. experience integrating design at spacecraft level experience working with spacecraft mechanical design experience in development, build and test of small and medium-sized space vehicles experience in dynamic rapid prototyping environment experience working on proprietary programs with a variety of government entities in a classified environment ssbi (single scope background investigation) highly desired typical education/experience: education/experience typically acquired through advanced technical education from an accredited course of study in engineering, computer science, mathematics, physics or chemistry (e. g. bachelor) and typically 9 or more years' related work experience or an equivalent combination of technical education and experience (e. g. phd+4 years' related work experience, master+7 years' related work experience). in the usa, abet accreditation is the preferred, although not required, accreditation standard. boeing is a drug free workplace where post offer applicants and employees are subject to testing for marijuana, cocaine, opioids, amphetamines, pcp, and alcohol when criteria is met as outlined in our policies. refer to ""supplemental information"" for further clarification on the use of this job family. in locations where speea representation applies, this job family will be covered by the terms of the collective bargaining agreement. applicable and appropriate educational/certification credentials from an accredited institution and/or equivalent experience is required.",1
"manufacturing engineer cnc jobs inc. pewaukee, wi 53072 $55,000 - $65,000 a year type: full-time, first shiftopenings: onedescription: associate degree in cnc programming or related technical degree. five years or more cam experience performing cnc programming, fixture design and related duties in a low to mid-volume, close tolerance, machining environment. must have working knowledge of microsoft office suite. candidates must be willing to work between 5 to 10 hours of ot each week. relocation assistance will be offered for this position. health benefits, paid time off and retirement plan offered. job type: full-timepay: $55,000.00 - $65,000.00 per yearexperience:manufacturing engineering: 1 year (preferred)benefits:health insurancedental insurancevision insuranceretirement planpaid time offschedule:monday to fridaywork remotely:no",-1
"rf instrument connectivity engineer mathworks natick, ma 01760  join our team and develop the technologies that enable scientists and engineers to incorporate instruments used in wireless communication test such as vector signal transceivers, rf signal generators and spectrum analyzers into their matlab-based technical computing workflows. responsibilities as a member of the instrument control toolbox team, you will participate in all phases of the design, development, and testing of rf instrument connectivity over a variety of standard interfaces and driver technologies. you will be involved in the entire development process, including: requirements gatheringfunctional and design specificationsdesign reviewsimplementation and code reviewsunit testing  the position requires c++ development experience and interest in developing software to interface with test and measurement hardware used in wireless communication test and validation. you will work closely with other developers, quality engineers, user experience specialists, and documentation specialists to develop and document features for the toolbox. minimum qualifications demonstrated experience in/with c++ a bachelor's degree and 5 years of professional work experience (or a master's degree, or equivalent experience) is required. additional qualifications some combination of the following: experience working with instruments such as rf signal generators, spectrum analyzers, oscilloscopes, or function generatorsexperience with standard transports, protocols, or interfaces such as visa, gpib, tcp/ip, udp, rs232, spi, i2c, or bluetoothmatlab programming skillsfamiliarity with software design patterns and object-oriented designexperience working with c/c++ third-party librariesfamiliarity with signal processing and communications algorithms and standardsagile development processes",1
"design engineer the talent state clackamas, or $60,000 - $65,000 a year we are looking for a design engineer who has the ability to plan and design mechanical equipment. someone who can provide technical guidance to the client team. you have the opportunity to work with talented engineers, sales and a manufacturing team of experts. if you want to be part of an exciting, challenging and successful team, have a great can-do attitude with an aptitude to learn and grow with the company, we want to hear from you!what you’ll do:mechanical design & analysis of centrifugal pumps, including metallurgical requirements. design, schedule, and perform all required product testing and evaluate results. advanced knowledge of data trends and analysis highly preferred. knowledge of pressure transducers, flow meters, vibration accelerometers, and other rotating equipment sensors preferred. develop project proposals including costs, economic project values and schedules. investigate to determine causes of reported field problems with products, including warranty requests for failed products. this will require travel in some instances. knowledgeable of product lines, marketplace requirements, customer trends, and applicable industry standards. provide dealer, end user, and sales staff training in product application and maintenance. provide technical support to other departments, including sales and manufacturing: field troubleshooting, product application, and value engineering and problem solvingmeet with suppliers to discuss project goals, deadlines, and technical challengeswhat we’re looking for:0-5 years industry related experiencebachelor of science in mechanical engineering and/or in electrical engineeringcertificates and/or licenses requirementsfe/eit (fundamentals of engineering)formal solidworks training/certificateswe offer many cool benefits:if you want to take vacation time client offers paid pto and paid holiday time. a great 401k plan with matching contributions by the company. medical, dental and vision coverage and voluntary life insurance & ad&d. the company pays for basic life insurance & ad&d, short term disability, long term disability and an employee assistant program. applicants have rights under federal employment laws, copy and paste link address into your browser for more informationoregon osha rightsemployee polygraph protection actfamily and medical leave actqualifications:behaviors:preferred:thought provoking: capable of making others think deeply on a subjectteam player: works well as a member of a grouployal: shows firm and constant support to a causeleader: inspires teammates to follow theminnovative: consistently introduces new ideas and demonstrates original thinkingfunctional expert: considered a thought leader on a subjectenthusiastic: shows intense and eager enjoyment and interestdetail oriented: capable of carrying out a given task with all details necessary to get the task done welldedicated: devoted to a task or purpose with loyalty or integritymotivations:preferred:work-life balance: inspired to perform well by having ample time to pursue work and interests outside of workself-starter: inspired to perform without outside helppeer recognition: inspired to perform well by the praise of coworkersjob security: inspired to perform well by the knowledge that your job is safegoal completion: inspired to perform well by the completion of tasksflexibility: inspired to perform well when granted the ability to set your own schedule and goalsentrepreneurial spirit: inspired to perform well by an ability to drive new ventures within the businessability to make an impact: inspired to perform well by the ability to contribute to the success of a project or the organizationeducation:required:bachelors or better in mechanical engineering or related field. experience:preferred:less than 5 years:  * 0-5 years industry related experiencejob type: full-timepay: $60,000.00 - $65,000.00 per yearexperience:design mechanical equipment: 3 years (required)",-1
"process engineer, high voltage electric vehicles littelfuse mount prospect, il 60056  if you are motivated to succeed and can see yourself in this role, please complete our application. we will follow up with you on the next steps in the interview process. our associates are a strategic advantage for us who are making a difference at littelfuse. join our team and make a difference every day! process engineer, high voltage electric vehicles littelfuse operates in multiple engineering and manufacturing locations in asia, north america, and in europe. littelfuse is a market leader in circuit protection and sensors and an innovator for circuit protection, offering technically superior and environmentally friendly solutions for the entire electronics industry including automotive, industrial, consumer and appliance industry. in these industries, nearly a half a billion usd business is done each year. about the job: the process engineer will be a key player in executing the fuse development roadmap in the electric vehicle (ev) industry. functions of this role include creation of prototype concepts, tooling, and processes for new product development, coordinating the implementation of higher volume prototype methods to global manufacturing facilities, and to isolate and identify quality, design, and manufacturing problems to team while creating action plans to remediate. applicants should be self-motivated, organized, and innovative individuals who have good attention to detail and work well with a team. this engineer will be accountable for execution of engineering development tasks and coordination with project managers to ensure successful and on-time completion of development projects. essential job functions and core responsibilities include the following: 30% of time will be focused on the development of prototype and production-intent processes and tooling per concepts provided by product development engineers 30% of time will be spent building and inspecting prototype parts per drawings and/or work instructions provided by product development and quality engineers, typically using and verifying the tooling developed in the first bullet point. 30% of this engineer's time will be utilized for coordinating with global manufacturing facilities to transition advanced prototype processes and assist with development production-level processes. the remainder of time will be contributing during project design reviews to develop concepts using tolerance stack-ups and gd&t, ensuring designs are manufacturable and processes are functional / debugged by the start of production. secondary duties and responsibilities will include maintaining a local product development laboratory & equipment, while also potentially supervising local technician resources. about you: bs or ms degree in mechanical engineering, industrial engineering, manufacturing engineering, or similar. 10+ years experience in the development of processes for high-tech electrical, thermal, or electromechanical components or 5+ years if experience is within automotive industry. specific experience in circuit protection devices or thermal devices would be ideal, but not a requirement. experience with automotive apqp and quality process a plus. familiarity with state-of-the-art engineering tools and processes a plus. proven track record in project execution. good english speaking and writing. good engineering skills and discipline and good communication and presentation skills. littelfuse will never use facebook, instagram, twitter, google hangouts or another external platform to interview and extend offers to candidates. if you feel that you have been subject to a scam or have concerns please contact us at fraud@littelfuse. com we offer: the possibility to work in this exciting and challenging industry. to develop you professionally and to expand your knowledge through cross-functional collaboration and training experiences.",1
"controls engineer randstad engineering germantown, wi 53022  salary: $70 - 95 per year reference: 785566  job summary:  electrical controls engineer needed for a leading mfg in the germantown, wi area. in this role you will be responsible for the design of complex electrical control systems for customer equipment.  location: germantown, wisconsin job type: permanent salary: $70 - 95 per year work hours: 8am to 6pm education: bachelors  responsibilities: design of complete ac/dc electrical control circuits, network layout, panel layout, and enclosure layouts using autocad. understanding of electrical switches, relays, pressure sensors, temperature sensors, digital devices, analog devices, etc. programming of plc / pac machine controls and hmi interfaces. may need to work with and modify existing ""template"" software. responsible for safety circuit design and understanding of safety categories. programming of ancillary devices including but not limited to servo systems, robotics, vision, and motion controllers. perform electrical calculations and prepare equipment or material specifications. support customer start-ups, factory acceptance testing, and on-site service support as necessary. assist in ancillary production functions such as purchasing, costing, and assembly. determine and document bill-of-material lists and order components for specific projects. work with outside vendors such as electrical panel building shops in order to assure designs are properly executed and schedules maintained. assist in mechanical assembly, other production duties, or organizational activities (ex. inventory adjustments, re-arrangement of work areas, etc.) not necessarily directly related to electrical controls, in order to meet deliveries. provide customer service technical support.  qualifications: bs in electrical engineer or equivalent minimum of 3-5 years of experience must be able to work independently from supervisor and team with minimal guidance. understand typical industrial wiring schematics and diagrams. understanding of basic industrial controls circuitry (emergency stop, typical motor starting circuits). ability to design using autocad. general software structure and programming knowledge & experience (knowledge of loops, boolean logic, conditional statements, etc.). specific experience programming industrial plcs, experience with allen-bradley/rockwell platforms a plus. knowledge of autocad or equivalent design software is required. must be proficient using rslogix software. this position may require travel up to 25% for initial machine installations, site acceptance tests, service work, trade shows, and customer visits.  skills: strong technical skills strong communication, verbal and written plc programming design report writing team player #li-es1   equal opportunity employer: race, color, religion, sex, sexual orientation, gender identity, national origin, age, genetic information, disability, protected veteran status, or any other legally protected group status.",1
"mechanical engineer, ar hardware facebook menlo park, ca  as a prototyping mechanical engineer ar hardware, you will lead the efforts to develop hardware design for new electromechancial and optomechanical concepts. you will create prototypes and development platforms to assist other teams in conducting studies, testing hypotheses, developing algorithms, and creating proof-of-concept platforms to be used by a variety of internal teams. you will work with electrical engineers, optics engineers, computer vision specialists, the automation and test teams, our assembly technicians and many more. you will set the architectural direction of the design, do the detailed cad work, follow parts through manufacturing, and assemble units for evaluation. this requires an understanding of the interdisciplinary needs of the various teams you will be interacting with. the work will include translating high-level requests and communication into actionable hardware direction, working with key stakeholders to ensure agreement on the proposed solution and generating the necessary documentation to facilitate implementation; such as boms, assembly instruction, schedules, and issue trackers. while an expert at mechanical design and fast at cad, you need to have a broad technical background and have worked on a variety of products, materials, and processes. you know when to stress details, how to navigate the trade-offs between speed, robust design and cost. moreover, you will need to know when to move fast and how to build the right prototype. mechanical engineer, ar hardware responsibilities lead mechanical engineering activities in cross-functional team environment model, build, test, and refine prototypes participate on a multi-disciplinary team to provide advice/guidance/insights to your peers on what to build apply engineering and tolerance techniques to high precision design requirements in the areas such as optics, mechanics, and motion control take prototypes to increasing levels of fidelity, and work with the product focused engineers to translate early prototypes into potential product directions minimum qualifications bs in mechanical engineering or equivalent 5+ years of product design/prototyping experience, with a combination of focus in areas of precision mechanisms, electro-mechanical systems, and optics, including full system ownership experience designing in cad experience in various manufacturing techniques (machining, 3d printing, injection molding, etc.) experience designing mechanical constraints of pcbs, fpcs, etc. preferred qualifications ms or phd in mechanical engineering or equivalent experience in designing and prototyping of head mounted optics systems familiarity with camera modules and optical systems mass production experience (working with over-seas manufacturing) experience in nx cad modeling system, and team center pdm facebook's mission is to give people the power to build community and bring the world closer together. through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. whether we're creating new products or helping a small business expand its reach, people at facebook are builders at heart. our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. together, we can help people build stronger communities — we're just getting started. facebook is committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. if you need assistance or an accommodation due to a disability, you may contact us at accommodations-ext@fb. com.",-1
"product engineering lead microsoft redmond, wa  are you passionate about developing innovative technologies? the cryogenic computing team is chartered to develop technologies and systems necessary to enable practical quantum computing as part of microsoft's mission to empower every person and every organization on the planet to achieve more. we are building the future today, and the team needs your insight and creativity!  we are looking for a product engineering/test lead to bring novel devices from the lab to volume production. in this role you will be expected to develop the test hardware infrastructure, dft, product characterization, and product qualification methodologies. in this role you will work with a small team of designers and hardware engineers in a dynamic environment and expected to set directions as well as execute to bring these novel devices to production. responsibilitiesperform yield enhancement activities, characterization and test time reductionwork with process and design groups to improve or resolve process/product interactionsqualification and reliability activities, definitions, execution, and data analysisinteraction with vendors for test platform development for wafer level, die and system level testwork with design team to set dft methodologywork with design and process team to set manufacturability readiness criteria qualifications required qualifications: degree in electrical engineering or related field5+ years in product engineering/yield/test/reliabilityfamiliarity with statistical analysis and tools such as jmpexperience with scan vector generation and compressionexperience with wafer level test and ate platformsknowledgeable in dft/dfm/doeexperience with product level qualification: burnin, htol, hast, package/bump reliabilitystrong statistical analysis skillsexcellent teamwork, communication, and problem-solving skillsself-driven, results-oriented individual  preferred qualifications: cryogenic test experience is a plus  microsoft background check:  ability to meet microsoft, customer and/or government security screening requirements are required for this role. these requirements include but are not limited to the following specialized security screenings: microsoft cloud background check: this position will be required to pass the microsoft cloud background check upon hire/transfer and every two years thereafter.  #cryogeniccomputing #electricalengineering #microsoftquantum #azurequantum #azurehardware  microsoft is an equal opportunity employer. all qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. we also consider qualified applicants regardless of criminal histories, consistent with legal requirements. if you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the accommodation request form.  benefits/perks listed below may vary depending on the nature of your employment with microsoft and the country where you work.",-1
