Description,Rating,SortKey
"outside plant (osp) telecom engineer atco communications beaverton, or  note: this position will be working on caf2 fielding and engineering for the first few months. the outside plant engineer is responsible for fiber optic and copper route engineering, pole line and underground route field documentation, construction permits, project tracking, as-built documentation and electronic records preparation in accordance with company policies, procedures and quality standards, while meeting customer delivery requirements. works with network planning, central office, transmission and operations personnel to support growth, replacements and upgrades of telecommunications plant facilities. principal duties and responsibilities: engineer aerial, underground, and inside fiber optic routes, road moves; copper telephone cable design including size and gauge, cross box design and terminals; rearrangements including cutovers, pair conditioning, cable assignments, loop make ups, bridge taps, splice documents; manage all projects to meet or exceed minimum specifications of construction policies, nesc, nec, osha, state, county and all other applicable agencies; maintain a high level of productivity, assuring timeframes are met for projects occurring simultaneously and track and generate reports on project status; prepare, manage and maintain project documentation, maps and cad drawings. create drawings and records of fiber and copper routes, splice locations, construction notes, bills of materials and project overviews; research and acquire permits, rights of way and easement agreements; respond to dot requests for information and plan for facility relocations; review and record as-built documentation; attend customer meetings; perform site surveys and walk-outs as necessary to comply with customer requirements and time frames; work with multiple customers and prepare all deliverables within each customer's own specifications. qualifications: experience in planning copper and fiber optic network additions and estimating osp projects by detail; familiarity with broadband serving area design; creating engineering projects that place equipment that supports ethernet and broadband dslam installations and the design of the fiber and copper facilities, associated with them as well as facilitating their completion through local construction and operations resources; ability to read and interpret documents such as technical specifications, professional documentation and blueprints; demonstrated skill in the use of autocad, microstation, ms office suite, pole analysis software, gps handheld systems, and other industry-related hardware and software; previous experience using telecommunications engineering systems such as: infinium, m6, frogs/spatial engineer (frontier autocad based gis), dpi/endeavor and varasset preferred; ability to write reports, correspondence and documentation; ability to communicate effectively with vendors, customers and other employees of the organization; some out of town travel and overnight travel may be required; must have a valid driver's license and be insurable; may be able to consider qualified candidate that needs to work remotely.  education a bachelors' or associate degree in a relevant field of engineering or it, and/or three to five years of related experience (technical knowledge of the telecommunications industry and construction practices).",1,100
"rtl design engineer apple san diego, ca  summary posted: feb 7, 2019 role number:200023475 at apple, we work every single day to craft products that enrich people’s lives. do you love working on challenges that no one has solved yet? do you like changing the game? we have an opportunity for an ambitious and exceptionally talented rtl design engineer. as a member of our dynamic group, you will have the unique and rewarding opportunity to craft upcoming products that will delight and inspire millions of apple’s customers every single day. specify, design, and help in the verification and lab bring-up of advanced mixed-signal circuits (digital side) key qualifications deep knowledge of mixed signal concepts deep knowledge of rtl design deep knowledge of verilog and systemverilog deep knowledge of front-end tools (verilog simulators, linters, clock-domain crossing checkers) proven knowledge of synthesis, static timing, dft, is a plus proven knowledge of systemverilog assertions, checkers, and other design verification techniques are a plus knowledge of scripting languages. perl and python are plusses strong communication and presentation skills description in this job you will be responsible for specifying and/or micro-architecting digital blocks in advanced mixed-signal circuits. you will be also responsible for rtl coding of blocks specified by you or others. you will participate in the design verification and bring-up of such blocks by writing meaningful assertions, debugging code, and otherwise interacting with the design verification team. you will participate in the lab bring-up of those circuits by potentially writing test scripts, analyzing lab data, proposing experiments, etc. education & experience bachelors or masters degree required",0,101
"engineer aspen technology bedford, ma 01730  the driving force behind our success has always been the people of aspentech. what drives us, is our aspiration, our desire and ambition to keep pushing the envelope, overcoming any hurdle, challenging the status quo to continually find a better way. you will experience these qualities of passion, pride and aspiration in many ways — from a rich set of career development programs to support of community service projects to social events that foster fun and relationship building across our global community. the role we are looking for experienced software developers to help design and implement game-changing, next-generation capabilities for our market-leading simulation and engineering products. visit us at www. aspentech. com. your impact design, develop, maintain, and support new and existing capabilities for modeling, simulation, design, and rating software for chemicals, oil & gas, and refining processes provide technical support to product management, product marketing, services, and customer and business support on customer activities. work with customers to understand their engineering work processes and modeling requirements. collaborate with product managers, product designers and developers to develop detailed product requirements and specifications for process engineering products. keep current with new and developing technologies as they appear in industry and academia, and assist in determining the feasibility of implementing new technologies. what you'll need bachelor’s degree in chemical engineering or related fields 2-5 years of industrial and/or academic experience in the development of software for modeling, simulation and design of chemicals, oil & gas, and refining processes strong background in numerical methods and mathematical modeling strong computer programming and software development experience, with specific experience in one or more of these languages: c++, c#, wpf experience using software tools for process simulation, design, and rating – experience with aspentech products is a plus. excellent interpersonal, communication, writing and presentation skills. demonstrated ability to convey complex information in a clear and concise manner. english fluency (written and verbal) required.",0,102
"engineer (mep design engineers) te2 engineering westwood, ma $50,000 - $100,000 a year salary: $50,000.00 – $100,000.00 per year (dependent on experience)we are seeking a mechanical, electrical and plumbing engineer to join our team of consulting/design engineers in the construction industry. we are looking for experience in either or all of the related disciplines (mechanical- hvac, electrical and/or plumbing), ideally with 5+ years experience and pe license. positive attitude, hard-working and great communication skills most important. autocad experience necessary. we will accept candidates with less experience or without a pe license. these candidates must be able to learn quickly. compensation will reflect experience, technical ability, and qualifications. responsibilities: develop and present schematic designsidentify the correct systems and technologies to utilize for the designdocument design narratives & perform engineering analysisdraft designs in autocadqualifications: 2+ years previous experience in mechanical, electrical and/or plumbing disciplines or other related fields requiredmust have an engineering degree from an accredited college or university3+ years autocad experience requiredfamiliarity with the construction/consulting engineering industry requiredstrong problem solving and critical thinking skillsability to prioritize and multitaskindeed hire and te2 engineering are working together to find the best candidate for this job. by applying, you agree to be contacted by our agent, indeed hire, and receive updates via text and phone about your application. job type: full-timepay: $50,000.00 - $100,000.00 per yearexperience:autocad: 2 years (required)construction/consulting : 1 year (required)mechanical, electrical and/or plumbing: 3 years (required)education:bachelor's (required)license:pe license (preferred)job distance:westwood, ma: between 31 and 40 miles (preferred)",1,103
"controls engineer broetje automation chicago, il 60606  broetje automation is the world's leading expert & oem in aircraft manufacturing automation and robotics, working with the top names in our industry. worldwide locations include germany, usa, france, united kingdom, russia, china, and japan. us locations include buffalo (ny), chicago (il), charleston (sc), savannah (ga), wichita (ks), detroit (mi), mobile, (al) and seattle (wa). education & experience: bs in electrical engineering plus 3+ years in industrial automation industry or equivalent experience qualifications experience designing large automated systems from initial concept through installation and customer buy off strong fundamental understanding of electrical design practices, machine/motion control systems, electro-mechanical systems, programming, and system integration extensive experience in iec61131 (plc programming languages) strong communication skills & ability to interact with teams, clients, and vendors ability to analyze and diagnose automation problems experience designing and assembling electrical cabinets and layouts familiarity with e-plan software desirable experience (not required) electrical hardware and cabinet design c programming experience job responsibilities provide electrical and controls engineering expertise for the design of new equipment & system introductions internal subject matter expert in control systems (plc, hmi, motion control systems), system integration, sensors, & electromechanical devices apply knowledge of electronics, electrical circuits, mechanics, pneumatics, and programming work to develop training procedures and documentation for us-based field service develop plc programming within broetje's standard for new systems as well as existing equipment retrofits and modifications occasional travel to customer sites for machine commissioning train customer's staff & new technicians in machine operation as needed maintain logs & written records of duties performed compensation/benefits competitive hourly wage plus overtime 401(k) company match 100% paid healthcare coverage (medical, dental, vision) disability plan & group life insurance program three weeks paid time off (pto) plus ten paid holidays tuition reimbursement program international travel opportunities (germany) www. broetje-automation. com and www. youtube. com/user/broetjeautomation wivq9a3sun",1,104
"application engineer (engineering services) s & c electric company chicago, il 60626  s&c’s services division is seeking a power systems engineer with relay programing experience to work with our global application engineering team. as a member of this diverse, highly collaborative team, you’ll provide automation solutions to meet our customers’ application needs by integrating ieds with s&c smart grid equipment. you’ll contribute to our continuous improvement by providing customer insights when working with product managers, product engineers, quality engineers, and others. the key attributes to be successful in this position are: contribute to open communication and collaboration by sharing and exchanging information take a proactive, tenacious approach to problem solving commit to your personal development create and maintain customer relationships that are built on a foundation of consistent, high quality service delivery utilize technical expertise to determine appropriate solutions for customers this role involves a mix of office work and hands-on work using tools and testing instruments in a factory environment. the position is based in chicago, il at s&c’s world headquarters. approximately 20% travel is required. the responsibilities of this position include, but are not limited to, the following: perform application review of customer specification during pre-sales process to assess best solution. design protection and control equipment to meet customer needs. must be able to read, understand and markup engineering schematics/drawings. develop configuration files for ieds (intelligent electronic devices): relays, rtus, data concentrators, protocol converters, and remote io devices from manufacturers such as sel, siemens, ge, etc. perform factory acceptance testing prior to equipment shipment on associated projects. this includes developing the test plan, setting up the switchgear and test equipment, performing customer-witnessed testing, and writing the final report. conduct training sessions for customers and s&c personnel. communicate effectively with customers while performing tasks such as application review, project implementation, and testing. includes telephone support for s&c personnel and customers, as well as on-site visits when needed. recognize and adhere to standard industry safety practices and s&c safety procedures. work effectively in a team environment with other s&c employees, contractors, consultants, customers, etc. to select this job as one of interest to you, at a minimum, you must have the following: bachelor’s degree in engineering or equivalent experience, preferably electrical. knowledge of power distribution system principles such as protection, control, and reliability and familiarity with equipment and applications. experience with different manufacturers' relays and controls, such as sel, siemens, ge, etc. in-depth knowledge of preparing and interpreting control schematics and wiring diagrams. working knowledge of dnp3.0 protocol. ability to communicate effectively both written and verbally. proficient with microsoft office. major physical demands standing: up to 8 hours lifting: 50 lbs walking: yes, dependent upon equipment and project requirements. carrying: yes, dependent upon equipment and project requirements. pushing: yes, dependent upon equipment and project requirements. pulling: yes, dependent upon equipment and project requirements. bending: yes, dependent upon equipment and project requirements. reaching: yes, dependent upon equipment and project requirements. handling: yes, dependent upon equipment and project requirements. environment: office and factory.  number of openings: 1.00  employment status: exempt  employment classification: full time  shift: 1  core working hours: 8:00 a. m. - 5:00 p. m.  s&c electric company is a global provider of equipment and services for electric power systems. founded in 1911, the chicago-based company designs and manufactures switching, protection, and control products for electric power transmission and distribution. s&c has global offices in the united states, mexico, canada, brazil, the uk, and australia. s&c continues to advance new solutions for electric power delivery systems as the electric grid undergoes transformative changes in the 21st century. utilities are working to integrate renewable energy sources, address peak loading issues, and manage the needs of electric vehicles. looking at an increasingly complex and dynamic grid, s&c is working closely with it's electric utility customers to understand their electric grids and business challenges they face – then innovating solutions to address their power-delivery challenges. additionally, s&c offers a wide range of engineering, laboratory, testing, and field services for electric utilities and commercial and industrial power systems.",0,105
"systems engineer -- launch vehicle navigation blue origin kent, wa 98032  description: as part of a small, passionate and accomplished team of experts, you will work on the inertial navigation system for the new glenn launch vehicle. you will work across subsystems and support integrated solutions to achieve our vision of “millions of people living and working in space”. you will support systems engineering practices across disciplines predicated to a high degree on your technical skills in one or more areas of analysis, design, or integrated testing. you will develop, allocate, manage, and verify requirements and interfaces using tools like doors next gen and other functional analysis packages. your activities may include engagement in conducting trade studies, developing margins for allocations, risk and change management, gated reviews, fault analysis, proposals, test planning, technical performance management, configuration and data management, and regulatory compliance. this position will directly impact the history of space exploration and will require your dedicated commitment and detailed attention towards safe and repeatable spaceflight. responsibilities: support navigation system development by carrying out systems engineering activities in accordance with blue origin standards and practices, engaging in tailoring required processes to complete tasks assigned including: requirements decomposition, analysis, traceability, and verification functional and systems analysis, technical performance monitoring, development and maintenance of system analysis documentation, participation in gated design and production reviews, develop and mature concept of operations documents analyzing requirements to develop verification strategies demonstrating requirements verification skills on complex, integrated systems qualifications: minimum of a b. s. degree in engineering or other technical field 5 to 10+ years of current technical hands-on experience in at least one of the following areas: analysis design integrated testing 5 to 10+ years of current technical hands-on experience in at least one of the following focused disciplines: avionics or electrical hardware and/or software inertial and/or gnss navigation systems spacecraft guidance and control system mindset and aptitude good communication skills, ability to work effectively with minimal oversight good execution and coordination skills experience in formal system engineering practices must be a u. s. citizen or national, u. s. permanent resident (current green card holder), or lawfully admitted into the u. s. as a refugee or granted asylum. desired: system development/integration experience, preferably with aerospace hardware knowledge of current systems engineering and integration tools and methodologies experience with systems engineering tools such as doors next gen experience in reliability, maintainability and operability analysis and execution experience with collaboration tools such as confluence and jira blue origin offers a phenomenal work environment and awesome culture with competitive compensation, benefits, 401k, and relocation.   blue origin is an equal opportunity employer . in addition to eeo being the law, it is a policy that is fully consistent with blue's principles. all qualified applicants will receive consideration for employment without regard to status as a protected veteran or a qualified individual with a disability, or other protected status such as race, religion, color, national origin, sex, sexual orientation, gender identity, genetic information, pregnancy or age. blue origin prohibits any form of workplace harassment.",1,106
"mechanical test engineer (lab technician) pyramid portland, or $30 an hour familiarity with various mechanical testing techniqueshands-on experience with quality management systems (qms)knowledge of quality standards and regulationsgreat troubleshooting skillsanalytical mindsetadditional certification in quality assurance is a plusjob type: contractpay: $30.00 per hourexperience:mechanical testing tools: 5 years (preferred)matlab/ labview: 5 years (preferred)",0,107
"mechanical design engineer essential design boston, ma  we are seeking a talented and driven engineer with a passion for user-centered design to join our accomplished team in downtown boston. this candidate is a creative, curious, and collaborative mechanical design engineer with meaningful product development experience. responsibilities work collaboratively in a multidisciplinary development team, taking responsibility for a wide range of tasks from brainstorming to detailed engineering development. conceptualize and develop new products, parts, mechanisms, and assemblies possessing a high level of sophistication, complexity, and practicality. utilize solidworks effectively to produce a range of meaningful deliverables, including 3d mechanical design, manufacturing tolerance analyses, and 2d production-level documentation of components and assemblies. engage and manage outside vendors for prototyping, gathering manufacturability feedback and cost and lead-time estimates. apply basic shop practices to create functional models in order to assess concept feasibility. assemble prototypes, generate test plans, conduct tests, and create reports and other documentation tailored to project/client needs. provide technical consultation to multi-disciplinary design teams with respect to fundamental engineering principles, manufacturing feasibility, and technical risks. qualifications b. s. in mechanical engineering or other engineering discipline required, m. s. preferred. minimum 2-3 years of design engineering experience in technology, medical, and/or consumer products, demonstrating technical and manufacturable solutions. both industry and design consultancy experience desired. medical device experience is a plus. us citizens or green card holders only at this time ability to generate robust 3d databases, mechanical drawings, prototypes, and written reports. 3d cad experience a must. solidworks proficiency strongly preferred. practical knowledge of statics, dynamics, strength of materials, thermal and fluid design, and the ability to effectively apply such knowledge in a fast-paced environment. working knowledge of a wide variety of manufacturing processes, including injection molding, rapid prototyping, sheet metal fabrication, casting, and machining. excellent capacity for both logical reasoning and creative thinking as evidenced by the ability to invent, conceptualize, and abstract. high level of personal commitment to quality, with demonstrated thoroughness and attention to detail in all phases of a project. excellent communication and interpersonal skills, highlighted by a flexible and collaborative working style. strong understanding and appreciation for industrial design, interaction design, and user research preferred. passion for learning and an ability to “get smart fast”. impress us with: electro-mechanical experience, demonstrated success in mechanism development and the ability and willingness to fabricate, test, and debug prototypes. experience in the areas of fea, dfma, dfmea, and tolerance analysis. ability to create electronics prototypes to support testing and data acquisition, explore technology possibilities, and create interactive prototypes. functional and/or creative coding experience using software tools such as matlab, labview, python, ruby, c/c++, processing, openframeworks, html/css/javascript, etc. more about us essential design, located in boston, has developed an award-winning portfolio of products and services in collaboration with clients from consumer, commercial, and medical domains – ranging from start-ups to fortune 500s. our work bridges physical and digital products and services. as a result, our design team aims to enhance holistic user experiences. a cross-section of our recent work includes consumer products, professional equipment, medical devices, health and wellness platforms/communities, ‘green' building initiatives, and athletic performance monitoring systems. our office is a casual, loft-like, studio atmosphere with very convenient access to public transit. essential provides competitive compensation and benefits packages.",1,108
"process engineer nusano inc. united states  job ref: n/a about nusano  we are an early phase company committed to advancing the way radioisotopes are made. nusano represents the first true turning point in the history of the field of radioisotope manufacturing since the advent of the cyclotron. by augmenting a standard linear accelerator with a proprietary high-current multiparticle ion source, our solution can generate radioisotopes with a very high yield and specific activity and is poised to become the state-of-the-art technology.  our technology is uniquely suited for the generation of therapeutic radioisotopes. these radioisotopes, while historically challenging to produce in quantities and for the cost that allow for robust growth of the field, are on the precipice of widespread clinical use for personalized cancer therapy. nusano is uniquely positioned to support and foster the growth of this important application.  nusano is founded on the idea that the greatest scientific asset isn’t raw material or technology but vision — and the freedom to follow that vision wherever it leads. so, while the treatments of tomorrow will surely be built on advanced physics and sophisticated chemistry, they’ll be driven by creativity and fueled by spontaneity. in the world our technology enables, neither will have limits.  details  engineer to lead the effort in specifying and designing the infrastructure to support nusano’s linear particle accelerator. this engineer will also be responsible for equipment layout and routing of infrastructure. this position will act as the primary interface between nusano’s technical staff and the design/build firm hired to develop the facility. this position will gather requirements from the relevant stakeholders, and craft them into specification in industry standard formats. this position will review and assist with all designs proposed by the design/build firm, with particular attention to the process chilling and electrical power systems. the linac is a megawatt class device, and requires extensive support infrastructure to operate reliably. this position will report to the research and development department.  duties and responsibilities  1. gather requirements and specifications for the design of the following systems:  a. process cooling  b. ac power and generator backup  c. dielectric oil cooling and filtering 2. design cooling and filtering skids 3. design and specify manifolds and diagnostics 4. work between the engineering department and operations to ensure flow of information 5. act as primary point of interface between nusano and the design/build firm’s mechanical engineers 6. assist with equipment and facility layout 7. perform routing and optimization of  a. process cooling lines  b. ac power lines  c. control cables  d. compressed gasses 8. maintain and update solidworks model of facility 9. generate p&ids and other engineering documentation 10. support installation and commissioning of all systems  experience & qualifications requirements more than 2 years in similar position work in highly technical facility design and engineering of industrial process control systems familiarity with high-purity water filtration and conditioning fluent in solidworks ability to communicate effectively with subcontractors, consultants, and vendors highly organized education bachelor’s degree in mechanical engineering (or other relevant specialty) physical requirements must be able to lift, push and/or pull a maximum 50 pounds; work will be conducted in an office and the engineering lab; reach up to 6′ with the use of a ladder as needed. application we ask any interested applicants to submit their resumes to recruiting@nusano. com.",0,109
"manufacturing engineer fox factory, inc. san diego, ca  position overview:  plans and coordinates manufacturing processes. develops and improves manufacturing processes by studying product and manufacturing methods.  responsibilities include but not limited to: develops, evaluates, and enhances manufacturing methods, utilizing knowledge of product design, materials and parts, fabrication processes, tooling and production equipment capabilities, assembly methods, and quality control standards analyzes and plans work force utilization, space requirements, and workflow, and designs layout of equipment and workspace for maximum efficiency confers with planning and design staff concerning product design and tooling to ensure efficient production methods confers with vendors to determine product specifications and arrange for purchase of equipment, materials, or parts, and evaluates products according to specifications and quality standards estimates production times, staffing requirements, and related costs to provide information for management decisions confers with management, engineering, and other staff regarding manufacturing capabilities, production schedules, and other considerations to facilitate production processes applies statistical methods to estimate future manufacturing requirements and potential evaluates manufacturing processes by designing and conducting research programs; applying knowledge of product design, fabrication, assembly, tooling, and materials; conferring with equipment vendors; soliciting observations from operators develops manufacturing processes by studying product requirements; researching, designing, modifying, and testing manufacturing methods and equipment; conferring with equipment vendors improves manufacturing efficiency by analyzing and planning work flow, space requirements, and equipment layout assures product and process quality by designing testing methods; testing finished- product and process capabilities; establishing standards; confirming manufacturing processes provides manufacturing decision-making information by calculating production, labor, and material costs; reviewing production schedules; estimating future requirement prepares product and process reports by collecting, analyzing, and summarizing information and trends provides manufacturing engineering information by answering questions and requests maintains product and company reputation by complying with government regulations keeps equipment operational by coordinating maintenance and repair services; following manufacturer's instructions and established procedures; requesting special service maintains product and process data base by writing computer programs; entering data completes design and development projects by training and guiding technicians maintains professional and technical knowledge by attending educational workshops; reviewing professional publications; establishing personal networks; participating in professional societies contributes to team effort by accomplishing related results as needed   requirements/ qualifications:  bs degree in manufacturing engineering /related field or equivalent experience in dealing with complexity leadership in assisting with change in process as required exposure to erp and its requirements strong skills with hardware specifications, manufacturing methods and procedures, manufacturing quality, product development, presenting technical information",1,110
"design verification engineer lightelligence boston, ma 02210  about lightelligence  lightelligence develops optical chips for high-performance computing tasks. by processing information with light, our chips offer orders of magnitude improvement in terms of high speed, low latency, and low power consumption compared to traditional electronic architectures.  if you'd like to build computational machines that are solving problems in ways that have never been done, we're looking for an experienced design verification engineer.  what you'll do at lightelligence: develop verification collateral suitable for a variety of design implementations ranging from fpgas to asics construct and execute test plans and perform coverage analysis work closely and collaboratively with rtl and analog designers  preferred qualifications: bs or greater in a relevant discipline such as computer science, electrical engineering, or computer engineering with at least 3 years of relevant work experience logic simulation skills including testbench design, stimulus generation, coverage closure, equivalence-checking and debug proficiency in uvm/vmm/erm and a hardware description language such as systemverilog strong software skills (c, c++, python) to develop and support infrastructure and flows experience with formal verification a plus experience with mixed-signal simulation and/or modeling a plus basic knowledge of deep neural networks and artificial intelligence a plus",0,111
"design engineers allied systems company sherwood, or 97140  we have immediate career openings for design engineers. our positions will be responsible for designing new heavy equipment for multiple product lines. successful candidates will have experience that includes:  hydraulic systems mobile equipment drive trains electrical/controls structural design  must have excellent computer skills including working with current versions of inventor and/or autocad required. must have strong attention to detail.  bsme degree required.  we have multiple engineering opportunities available, 2-10 year’s experience preferred or equivalent combination of education and experience.  for immediate consideration, please send salary expectations and a 1-2 page resume. relocation is not offered for this position.",0,112
"semiconductor engineer - product specialist macquarie group limited san jose, ca  are you an engineer in the semiconductor equipment manufacturing industry looking for a career change? we have a position available that will allow you to develop and utilize your product knowledge, creativity, and business skills to become a key revenue generator in a unique financial services business. this is an opportunity to leverage your existing engineering expertise within the semiconductor equipment space and apply it to a new career in the finance.  your key responsibility in this role will be to understand technologies past, present and future and apply that knowledge to the assessment of investment opportunities for financing and equipment remarketing opportunities. in addition, you will perform speculative equipment purchases, lease origination support, market and technology research, networking, and equipment inspections.  to be considered for this opportunity, an understanding of the semiconductor manufacturing process with in-depth knowledge of deposition equipment is crucial. your strong engineering background will enable you to comprehend different deposition process control variables, for example chemistries, flow and power and their impact on device shrinks and yield. in addition, you will also be aware of how automated handling impacts deposition productivity and apply the limitations of all these variables over time.  ideally you will have 5 or more years’ experience working for an original equipment manufacturer or device manufacturer in the semiconductor industry.  on a day to day basis you will;  provide equipment valuations and desirability in the secondary market provide recommended list pricings and review equipment data sheets for technical accuracy identify sales strategies and potential buyers to provide leads to sales staff coordinate and provide direction to operations for all equipment moves compare client equipment demand inquiries with availability to match technical specs and offer model alternatives provide key stakeholders with up to date market information provide support by drafting lease agreements, reviewing documents, and assisting with internal audits  if you are excited about a career changing with strong growth potential, please apply today via the link.  .  macquarie's corporate and asset finance group is a leading structured & asset finance and leasing specialist. we are responsible for the investment in and financing of capital equipment in industries where earnings flow from the use of these assets. we provide finance solutions for government and corporate markets and are one of the largest independent providers of operating lease finance in the asia-pacific region as well as having significant operations in europe and north america. we have approximately 900 staff engaged in leasing and asset finance / lending activities in diverse asset classes across various locations through australia, asia, europe, and north america.  our leasing & trading division focuses on financing a broad range of equipment including a substantial focus on technology and manufacturing equipment. business is generated across the full spectrum of customers and deal types, ranging from structured transactions for large publicly listed customers to small ticket smb flow business supporting global vendor partners.  about commodities and global markets  commodities and global markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.  our commitment to diversity and inclusion  all qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, colour, religion, sex, sexual orientation, national origin, age, disability, protected veteran status, genetic information, marital status, gender identity or any other impermissible criterion or circumstance. macquarie also takes affirmative action in support of its policy to hire and advance in employment of individuals who are minorities, women, protected veterans, and individuals with disabilities.  we recognise that flexibility comes in a variety of forms. talk to us about what flexibility you need.   about macquarie the best investment you can make is in yourself. whether you’re looking to take on a new project; progress within your division; explore an opportunity in a different team; or relocate globally – we let our people decide which direction they want to take. at macquarie we uncover the opportunities others may miss. our culture promotes innovation, balanced with robust risk management, to realise opportunity for our clients, community, shareholders and our people. macquarie is a diversified global financial group providing clients with asset management, banking, advisory and risk and capital solutions across debt, equity and commodities. headquartered in sydney and with offices in 31 markets, it is the breadth of our operations, combined with a strong capital position and risk management framework, that has contributed to our 51-year record of unbroken profitability.  job no: cgm-953041 work type: full time location: san jose category: technology, other group: commodities and global markets division: specialised and asset finance recruiter: sophie miller chatfield opening date: 01/6/2020",1,113
"modem systems engineer qualcomm san diego, ca  location california - san diego   overview  education requirements bachelor's degree in engineering, information systems, computer science, or related field.",1,114
"municipal engineer cks engineers doylestown, pa 18901  cks engineers, inc. is an established consulting engineering firm specialized in providing civil, municipal and environmental engineering services to municipal and municipal authority clients in the southeastern pennsylvania area. our office is located in doylestown, pa. since our founding in 1981, cks has established a reputation for excellence in engineering and for developing and maintaining long-standing professional relationships with our clients by providing a full scope of services with individual attention and support. cks continues to experience an increasing demand for our services. as a result, we are seeking a qualified municipal engineer to add to our staff. we are seeking a candidate with a minimum of three years experience in municipal engineering services. this position includes opportunities for advancement and professional development.  responsibilities:  review of subdivision and land development plans to determine compliance with applicable codes. review of stormwater management permit plans and permit plot plans. preparation of review letters and correspondence regarding projects and reviews. interaction with staff, applicants and clients regarding ongoing projects. attendance of meetings, including staff meetings and municipal board and commission meetings, as required. assistance with public works projects for clients.   qualifications:  bachelor’s degree in civil, municipal or environmental engineering, or related field. a minimum of three years of experience in municipal engineering. knowledge of regulatory requirements and municipal codes. effective written and communication skills. motivated individual who can work independently and with team members.   cks offers:  excellent salary commensurate with experience. performance bonus programs. opportunities for advancement. ability to work on a variety of challenging projects. tuition reimbursement. long-term disability. group life insurance. health insurance. 401(k) program with company match.  please email resumes to: kkuhn@cksengineers. com",0,115
"application engineer pillar induction brookfield, wi 53045  job description application engineerpillar induction a leading supplier of custom designed induction heating and melting equipment located in the milwaukee, wisconsin area. pillar has been in business since 1967 supplying innovative solutions. we provide complete systems for induction heat-treating, mass heating, crystal growing, coreless induction melting, brazing, and other continuous or selective heating applications. a division of ajax-tocco magnethermic that is a global supplier of induction solutions with manufacturing and support facilities in 12 countries. job description:  act as liaison between the customer and the company on technical matters regarding product application, sales, installation and service which requires analyzing customers’ needs, preparing specifications, cost estimate proposals and presentations to customers. implement a sales process that clearly defines the customer’s challenge and their concept for a solution. leverage technical product and application knowledge to provide high quality solutions to automation and induction heating challenges. presents technical solutions to customer after understanding customer’s production requirements with its challenges and needs. work in a team selling environment to leverage expertise across the sales team. continuously learn the induction heating and melting industrial trends and pillar’s solutions that relate to those trends. requirements3 to 10 years of related technical sales experience preferred. engineering or technical degree preferred. industrial automation experience a plus. strong verbal and written communication skills to effectively interact with all levels of our organization. attention to detail; ability to handle multiple tasks in a fast-paced environment. self-disciplined with a high sense of urgency to be a collaborative business partner. ability to work with various teams as well as independently. computer skills (word, excel, outlook, etc.)cad skills (2d autocad, 3d experience)ability and willingness to travel approximately 10% both domestically and internationally as neededprofessional attitude and the ability to represent our company with integritytotal rewards competitive compensation planhealth benefits: medical, dental, vision, short term and long term disability401-k with company matchpaid vacationequal opportunity employerit is our policy to employ qualified persons without regard for race, creed, color, national origin, nationality, ancestry, age, sex, marital or domestic partnership status, sexual orientation or disability. individuals are considered for employment, promotion, or training solely on their ability to perform the essential functions of the position. job type: full-timeexperience:cad software: 1 year (required)technical sales: 3 years (required)education:bachelor's (required)",1,116
