Description,Rating,SortKey
"facilities exhaust technician intel hillsboro, or 97124  job description  join intel-and build a better tomorrow.  intel is in the midst of an exciting transformation, with a vision to create and extend computing technology to connect and enrich the lives of every person on earth. so join us-and help us create the next generation of technologies that will shape the future for decades to come.  corporate services (cs) touches the lives of every intel employee every day. cs creates an environment where employees can prosper while creating the innovative technologies that make amazing possible. our scope is vast and includes operating and maintaining all intel sites, offices, labs and factories globally as well as onsite services and onsite services and experiences that help employees stay safe and productive. cs also helps to make intel and our community a greener place by supporting intel's commitment to environmental sustainability, including investing in conservation projects, setting company-wide environmental targets and driving reductions in greenhouse emissions, energy use, water use and waste generation.  this position will require the successful candidate to be able to complete full scope of operations in running and maintaining facilities systems with a focus on mechanical systems (working knowledge of boilers, chillers, exhaust and hvac equipment is preferred) and  your responsibilities will include: performing repairs and preventative maintenance on a wide variety of building and facility equipment, fixtures and systems. installing, troubleshooting, repairing and maintaining a wide variety of facility plumbing, mechanical, electrical, heating and cooling systems. conducting preventative maintenance inspections and performs required preventative maintenance duties. preventative and corrective maintenance activities while being able support factory tool install, de-install and construction activities. **assignments are semi-routine in nature with work performed within generally defined parameters ** schedule: the successful candidate will be required to work a compressed work week schedule. shift 6: nights backend - wednesday to saturday and alternating saturday nights. the ideal candidate should exhibit the following behavioral traits: written and verbal communication skills organization and time management skills. customer service judgment required in resolving non-standard problems. willingness to excel as an individual contributor and part of a team and work effectively across multiple facilities operations disciplines. role model safety as a value and adhere to stringent environmental compliance culture. what we offer: we give you opportunities to transform technology and create a better future, by delivering products that touch the lives of every person on earth. as a global leader in innovation and new technology, we foster a collaborative, supportive, and exciting environment-where the brightest minds in the world come together to achieve exceptional results. we offer a competitive salary and financial benefits such as bonuses, life and disability insurance, opportunities to buy intel stock at a discounted rate, and intel stock awards (eligibility at the discretion of intel corporation). we provide benefits that promote a healthy, enjoyable life: excellent medical plans, wellness programs and amenities, flexible work hours, time off, recreational activities, discounts on various products and services, and many more creative perks that make intel a great place to work! we're constantly working on making a more connected and intelligent future, and we need your help. change tomorrow. start today.  qualifications  this is an entry level position and will be compensated accordingly. you must possess the below minimum qualifications to be initially considered for this position. preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. experience would be obtained through a combination of prior education level classes, and current level school classes, projects, research and relevant previous job and/or internship experience.  minimum qualifications: this u. s. position is open to u. s. workers only. a u. s. worker is someone who is either a u. s. citizen, u. s. national, u. s. lawful permanent resident, or a person granted refugee or asylum status by the u. s. government. intel will not sponsor a foreign national for this position. candidate must have at least one of the following:associate's degree in mechanical, engineering technology or related fieldmilitary service with 1+ years of work experience in mechanical, engineering technology or related field  preferred qualifications: computer software proficiency work, excel, etc. experience with industrial mechanical systems operations and/or vibration analysis. inside this business group  as the world's largest chip manufacturer, intel strives to make every facet of semiconductor manufacturing state-of-the-art - from semiconductor process development and manufacturing, through yield improvement to packaging, final test and optimization, and world class supply chain and facilities support. employees in the technology and manufacturing group are part of a worldwide network of design, development, manufacturing, and assembly/test facilities, all focused on utilizing the power of moore’s law to bring smart, connected devices to every person on earth  posting statement  all qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance....",1,194
"geotechnical engineer leighton group san diego, ca 92123  we are seeking an exceptional senior-level geotechnical engineers to help grow our geotechnical engineering practice in the greater san diego area. you will contribute to innovative and challenging projects, including the financial and technical evaluation, design, permitting, and construction stages. in general, projects involve ground improvement techniques, geo-environmental issues, geotechnical investigations and foundation design. the successful candidate will be expected to work on multiple projects concurrently to support and promote a diverse private and public sector client base. you should expect to work closely with experienced professionals and some of the task-level or project management responsibilities you will be asked to do include: performing and managing geotechnical, geo-environmental, and/or geological engineering field investigations and numerical analyses including drilling, instrumentation, and construction quality assurance; preparing and coordinating the integration of design calculations, drawings, technical specifications, construction cost estimates, reports, and permit applications; managing projects successfully to achieve goals for technical excellence, budget control, schedule compliance, quality, client satisfaction, and profitability; reviewing and managing written document production; business development; including bringing in new clients and obtaining repeat business from existing clients, leading proposal preparation, and developing and implementing a business development plan; and staff management and mentoring. qualifications bs in civil engineering with an emphasis in geotechnical engineering advanced degree in civil or geotechnical engineering. (preferred) relevant prior experience, preferably in a consulting setting. an outstanding track record for client management, business development, and technical leadership. (required) current marketplace visibility and existing client relationships. (preferred) current california p. e. registration and a current california g. e. registration",-1,195
"product development engineer i (ca) nordson medical sunnyvale, ca 94085  position summary:  participates as a team member in the product development process from concept through market introduction on a contract basis for client companies. essential duties and  responsibilities:  develops new concepts from initial design to market release. investigates and evaluates existing technology. designs and implements new methodologies, materials, machines, processes or products to bring concept to market, including essential product and process documentation. ability to execute established test protocols (dv, iq, oq, pq) with minimal direction. conducts feasibility studies of the design to determine ability to function as intended. maintains detailed documentation throughout all phases of research and development. conduct risk analysis for products under development. coordinates activities with outside suppliers and consultants to ensure the delivery of supplies or services needed to meet scheduled timelines. any other duties as assigned.  required education, experience, skills and knowledge:  bachelor's degree in mechanical, plastics or biomedical engineering is desired. 2-5 years of medical device design and development experience is required. familiarity with design for manufacturability is desired. some experience working with operations to develop strong manufacturing process instructions and operator training to ensure smooth product transition into the manufacturing environment ability to interact with clients and companies in a professional manner. solidworks 3d cad proficiency. familiarity with fda qsr and iso 13,485 medical device regulations. familiarity with probability and statistics.  position summary: participates as a team member in the product development process from concept through market introduction on a contract basis for client companies. essential duties and responsibilities: • develops new concepts from initial design to market release. • investigates and evaluates existing technology. • designs and implements new methodologies, materials, machines, processes or products to bring concept to market, including essential product and process documentation. • ability to execute established test protocols (dv, iq, oq, pq) with minimal direction. • conducts feasibility studies of the design to determine ability to function as intended. • maintains detailed documentation throughout all phases of research and development. • conduct risk analysis for products under development. • coordinates activities with outside suppliers and consultants to ensure the delivery of supplies or services needed to meet scheduled timelines. • any other duties as assigned. required education, experience, skills and knowledge: • bachelor's degree in mechanical, plastics or biomedical engineering is desired. • 0 – 2 years of medical device design and development experience is required. • familiarity with design for manufacturability is desired. • some experience working with operations to develop strong manufacturing process instructions and operator training to ensure smooth product transition into the manufacturing environment is required. • ability to interact with clients and companies in a professional manner. • solidworks 3d cad proficiency. • familiarity with fda qsr and iso 13,485 medical device regulations. • familiarity with probability and statistics. job description position title: product development engineer i date: 2/15/2018 flsa: exempt p 2 of 2 • customer focus with excellent communication skills, written and oral. • familiarity with one or more clinical areas. • familiarity with one or more product areas. • familiarity with one or more technical areas, for example finite element analysis. • flexibility, persistence, resourcefulness, a drive to succeed, and an entrepreneurial spirit.",1,196
"mechanical design verification engineer fresh consulting redmond, wa  fresh consulting is a design-led, software development and hardware engineering company, offering end-to-end digital services to help companies innovate. we bring together amazing ux designers, sophisticated developers, digital strategists, and top-notch engineers to help companies create fresh experiences that connect humans, systems, and machines. we’ve been growing fast and need someone to help us continue to manage the delivery of high-quality work in a fast-paced environment. see more at freshconsulting. com  role:  you will use your verification skills to define verification requirements, create test cases, design and implement the testing infrastructure, execute the testing, and report the results for the new product designs. define mechanical verification methodologies for each of the different systems by working with researchers, architects, and the design teams perform core function to provide support for thermal, vibration, stress, etc. design custom fixtures maintain and check test equipment calibration. define and drive implementation of scalable test infrastructure keep track of coverage metrics and bugs encountered and fixed support system bring up and debug activities clearly communicate test plans and results  skills:  7+ years mechanical qualification of consumer electronic devices test fixture design and development test procedure and process creation statistical data analysis and representation results and report generation experience with definition of verification requirements familiar with pcb test procedures for impact from mechanical elements. experience with definition and driving implementation of test automation experience with c#, python, and labview a plus  preferred qualifications: experience with system and sub system mechanical verification  education: bachelors degree in mechanical engineering or masters in mechanical engineering  our consultants: work on engineering and research assignments with f500 companies and startups. the relationships that we have created with our clients are one of a kind. we help solve problems in many technologies focusing on r&d, product development, and manufacturing. we work at the most cutting-edge and latest technologies from ar/vr to autonomous technologies. closely working with our clients, we believe that long term investments are extremely important to maintain the culture we together have created.  we’re a handpicked team of engineers, digital strategist, designers, and developers united together in creating a fresh experience. whether we are strategizing, designing, developing, or analyzing, our integrated team works as an extension of yours to improve your impact, your usability, and your customer conversion. in the process, we collaborate with you to get to know your business, understand your industry, and incorporate your big ideas into memorable experiences that keep your customers coming back for more.  benefits- employee benefits at 100% including pto, holiday pay, 401k plan and much more!",-1,197
"experienced structural engineer (kiewit infrastructure engineering) kiewit corporation denver, co 80216  requisition id: 100339 job level: mid level department: design engineering market: transportation employment type: full time  position overview kiewit infrastructure engineering has an immediate opening for a dynamic experienced structural engineer in our growing design engineering group based in denver, co, us. the experienced structural engineer will work on an interdisciplinary team including: geotechnical engineers, structural engineers, roadway engineers, estimators, schedulers and construction experts to perform engineering analysis, design, and estimates in support of design-build pursuits and ongoing projects. you will be part of our rapidly growing infrastructure design department, which includes structural, geotechnical, civil, drainage, roadway, rail/transit and systems, and materials disciplines, is a multi-faceted and leading-edge division of kiewit with best-in-class technical expertise focused on the design-build delivery of infrastructure projects. district overview kiewit infrastructure engineering group’s design engineering team are driving clients to turn to kiewit during all stages of design-build projects to manage their multi-disciplined design teams to improve schedule, control costs and minimize risk. our construction-driven engineers analyze root causes and resolve design issues before they impact schedule and budget. particularly on large design-build projects, clients benefit from the proven processes and tools used by kiewit to minimize project risk. we are an in-house resource that supports projects throughout the company. our staff shares experiences gained, innovative concepts, and design best practices for all projects that we support.  our participation leads to safe, cost effective, and innovative designs that achieve client expectations and further kiewit’s legacy of excellence.  on our team, you’ll have the opportunity to see more, touch more, and do more than you ever imagined. working hard will not only bring you satisfaction from a job well done, but it will help propel your career forward faster than you might expect. we will train you, develop your skills, and allow you to take on projects that impact millions across north america. with top-notch benefits, a wealth-building 401k plan, and unbeatable growth opportunities, by joining kiewit, you’re ensuring a lifetime of success.  location this role will be based out of kiewit’s englewood, co (south denver area) office and typically requires less than 25 percent travel.  responsibilities design of temporary structures including: falsework, heavy lift planning & rigging design, evaluation of existing structures for construction loads, erection procedures or planned sequences, support of excavation systems related to our construction operations perform calculations and structural designs• ensure accuracy of the design drawings produce quantities and cost estimates• have the knowledge and ability to analyze and design according to codes, design criteria, and structural theories capable of transferring structural design and ideas to contract drawings• help identify design risks and assist with risk mitigation planning other responsibilities could include: design of falsework & formwork, analysis of temporary bridges & trestles, and coordination of specialty designs in support of our construction operations. qualifications experience with temporary structures and/or construction engineering accredited bachelor of science degree in civil or structural engineering 5 - 10 years of relevant engineering experience professional engineer licensure or eligibility within the united states strong all-around academic knowledge of structural engineering experience with engineering design software will be an advantage; this includes autocad, bluebeam, mathcad, navisworks, risa-3d etc. experience with working in a team setting excellent communication skills, both oral and written, with individuals at all levels of the organization strong inter-personal skills and an ability to work in a multi-disciplinary team environment ability to travel/tdy assignments and/or relocate based on business needs ability to freely access all points of a construction site in wide-ranging climates and environments master’s degree or greater in structural engineering is preferred   other common names for this role: construction structural engineer, temporary structures engineer, project manager, professional engineer, professional structural engineer  we are an equal opportunity employer. employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law.",1,198
"embedded engineer ee recruiters sunnyvale, ca $140,000 - $180,000 a year are you a senior embedded engineer looking to take on a role with an unbelievable team?  are you looking to work in areas that are improving the world in which we live? are you interested in significant equity in a start-up?  we have several exciting clients in need of a variety of full time embedded/firmware engineers.  we have clients in robotics, autonomous vehicles, sensing, imaging, ai, drones, cv/ml, semiconductor, iot, and more... contact us today to learn more.  embedded engineer / firmware engineer  these clients are top tier startups as well as small and large public companies. in each case, their teams are comprised of world class engineers.  you will work with deeply talented and passionate people possessing a wide range of expertise in hardware, software, research, design, business, and beyond.  embedded engineer / firmware engineer general requirements  bs/ms in ee or cs or similar education and professional experience experience in c / c++. understanding of embedded system architecture and embedded system software stack. experience with developing real-time multimedia systems. experience with arm-based embedded systems and tools.  embedded engineer / firmware engineer preferred qualifications  experience with linux device driver development and debugging. experience with signal processing, multimedia, audio, etc experience with linux system software development and build systems. experience with hardware/software integration and optimization. embedded, linux, firmware, arm, iot, wireless, ble  as a recruiting leader in the bay area; you can rest assured that we will take good care of your job search needs. following your submission, you will be contacted if you are a good match for the roles and responsibilities described. we are looking forward to sharing the details of these awesome opportunities and to also find out what is important to you!  embedded engineer / firmware engineers... contact me today!",-1,199
"structural engineer dragonfly lp hayward, ca 94545  dragonfly group structural engineer san mateo, ca about dragonfly group - www. dragonfly-grp. com  the heart of a startup and the stability of an established company... dragonfly group is a hybrid real estate solutions company, focused on creating a new and exceptional living experience. we have an integrated system of properties, technologies and services designed to improve the real estate market and re-inventing the home. dragonfly group was founded in 2009 by technology entrepreneurs to bring an inventive spirit to real estate development. our properties benefit from our modular building system (vert), autonomous home technologies (adomi) and high-performance building approach. dragonfly group builds community through modern urban design accessible to all. dragonfly group is a family of companies made up of individuals who take pride and ownership in everything they do. we value exceptionalism, integrity and innovation as we work to redefine living experiences for all. about vert, inc. vert is modernizing the home design process by developing modular, panelized homes intended to reduce construction time while introducing innovative construction methods and materials. the steel, modular building system allows us to streamline the production process while infusing smart technology (adomi) into the home make-up so that it begins to work for the homeowner. job description we are in search of an in-house california licensed structural engineer who is a forward thinker and responsible for designing new builds with our light gauge steel construction systems to ensure structures are built safe, designed to ensure longevity and signed off for production.  projects range from luxury high-end single-family homes, accessory dwelling units (adu), townhomes, and mid to high-rise condominiums  you will be involved at every stage of a project as you use your creativity and innovation to come up with sustainable solutions to everyday challenges. responsibilities and duties produce structural designs and details for single-family and multi-family homes utilizing modular housing components and light gauge steel frames communicate clearly and professionally with architects, project managers, company subsidiaries, and other members of the team. perform structural calculations, design and analysis for structural building elements assist in multiple areas of construction including building design, construction, repairs, conversions and extensions, as well as research and development. qualifications bs degree in structural engineering or other related fields from an accredited university 5 years’ experience with building-focused structural engineering design experience with light gauge steel / cold form steel structures ideal candidates would have experiences within the residential, mixed-use and/or multifamily development markets experience with revit and other 3d modeling software familiar with building codes and design standards detail oriented with strong written and verbal communications skills",1,200
"engineer - automation/instrumentation - ii (associate) freyr solutions west point, pa  qualifications:a bs or ms degree or equivalent in analytical chemistry or a related field is required. 1-2 years experience working in a gmp environment is required. responsibilities of the metrology specialist are acting as liaison with lamp (laboratory asset management program), the instrument vendor, and the laboratory for a particular equipment or instrument (as appropriate). additional activities supported by the metrology specialist include managing the system lifecycle of an instrument/equipment - from purchasing, installing, and qualifying new systems through to retiring old systems. the metrology specialist ensures completion of applicable gmp training prior to performing tasks. responsibilities:looking for a highly motivated individual with excellent communication and self-motivation. key gxp activities and responsibilities (may include):  * prepare, review, and approve instrument/equipment documentation such as master equipment lists, qualification documentation, and calibration documentation  * coordinate service activities across a variety of vendors and service engineers while building and maintaining strong working relationships  * participate in computer system validation activities associated with new or upgraded equipment and software packages  * support the purchase, installation and equipment qualification of new laboratory equipment  * collaborate with metrology staff across multiple testing labs and sites for process improvement, cross-training and cross-site support  * originate and progress notice of event (noe) and change management (cm) records to completion  * perform and document investigations and assist in developing and implementing capa plans  * contribute to new sop drafting, implementation, and revisions  * support and ensure instrument/laboratory relocations are completed in compliance with all regulatory requirements and internal policies  * ensure compliance with all regulatory requirements (cgmp), internal policies and proceduresjob type: contractpay: $0.00 per hour",-1,201
"environmental engineer dyno nobel saint helens, or  job brief  support function providing assistance to environmental in the areas of required inspections, waste handling, air emissions; water discharge, training and documentation of these activities  who we are  dyno nobel is a global leader in the commercial explosives industry. we provide innovative blasting solutions and quality explosives products throughout north america, australia and selected customers in the asia pacific.  join us in everything that’s great about dyno nobel: our culture, our values, our commitment to safety and most importantly our people. this combination makes dyno nobel a terrific place to work.  dyno nobel is a subsidiary of australian based incitec pivot limited. ipl's 4500 employees also manufacture and market industrial chemicals and fertilizer products & services to customers around the world.   what you’ll do  assists as a support function to the environmental manager: support function providing assistance to environmental in the areas of required inspections, waste handling, air emissions; water discharge, training and record keeping.  assist with environmental reporting, record keeping, monitoring, compliance, and audits. assist plant personnel and contractors with environmental training. assist in updates to regulatory compliance manuals. provide assistance for internal environmental audits. conduct swppp, spcc and waste inspections. assist with incident investigations/rca’s. schedule and facilitate waste pick-ups and documentation retention. follow up on shaers action items. actively participate in turnarounds. maintain inspection and environmental documentation and archiving. other duties as assigned.   what we’re looking for:  bachelor of science degree in engineering, physical science, environmental science or related field preferred. associates in related field will be considered. certified hazardous materials manager (chmm) or certified hazardous materials professional (chmp) preferred. some knowledge of local, state and federal environmental regulations strongly preferred. math and writing competency. project oversight experience. strong computer skills with a working knowledge of the microsoft office program (word, excel, power point). ability to work under limited supervision. minimum 2 years chemical plant, refinery or other industrial environmental compliance required.   what we offer:  vacation time + 10 paid holidays + a couple of pto days full health benefits including employer hsa contributions + dental plan with an orthodontic option, wellness coaching available up to a 4% 401k match plus additional company contribution from 1% to 5% based on years of service a generous tuition reimbursement program friendly and supportive coworkers   zero harm for everyone everywhere  value people – respect, recognize & reward  think customer. everyone. every day  treat the business as our own  care for the community & our environment  challenge & improve the status quo  deliver on our promises   women are encouraged to apply.",1,202
"digital design engineer facebook redmond, wa  facebook ar/vr focuses on delivering facebook's vision through virtual reality (vr) and augmented reality (ar). the compute performance and power efficiency requirements of virtual and augmented reality require custom silicon. facebook silicon team is driving the state of the art forward with breakthrough work in computer vision, machine learning, mixed reality, graphics, displays, sensors, and new ways to map the human body. our chips will enable ar & vr devices where our real and virtual world will mix and match throughout the day. we believe the only way to achieve our goals is to look at the entire stack, from transistor, through architecture, firmware, and algorithms. we are growing our asic design and µarchitecture team within ar silicon and are seeking engineers at all levels who will work with a world-class group of researchers and engineers using their digital design skills to implement and contribute to the development and optimization of power efficient graphics ips. digital design engineer responsibilities contribute to scalable architecture and µarchitecture designs for low-power graphics ip design. drive the top-level µarchitecture definition and develop the necessary rtl. drive the chip-level integration, verification plan development and verification. supervise the rtl-to-gds flow and assist with synthesis and timing closure. contribute to asic digital µarchitecture, design and verification. support the test program development, chip validation and chip life until production maturity. work with fpga engineers to perform early prototyping. support hand-off and integration of blocks into larger soc environments. assist with performance/power analysis of ip models. minimum qualifications 3+ years of experience as a digital design engineer and/or a chip lead. experience in rtl coding, synthesis and/or soc integration. experience in digital design µarchitecture. experience with at least 1 procedural programming language (c, c++, python etc.). bachelor's in electrical engineering/computer science or equivalent experience. preferred qualifications experience with machine learning, graphics or computer vision accelerators. systemverilog ovm/uvm experience. experience in soc integration and asic architecture. experience with low power design and optimization. experience with design synthesis and timing optimization. master’s degree in electrical engineering/computer science. facebook's mission is to give people the power to build community and bring the world closer together. through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. whether we're creating new products or helping a small business expand its reach, people at facebook are builders at heart. our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. together, we can help people build stronger communities — we're just getting started. facebook is committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. if you need assistance or an accommodation due to a disability, you may contact us at accommodations-ext@fb. com.",-1,203
"mechanical design engineer industrial kinetics, inc. downers grove, il 60515 $60,000 - $75,000 a year industrial kinetics, inc. is seeking a mechanical design engineer to join our team to address our immediate need and anticipated growth. we continue to expand our products and services reach in order to address our customer's evolving needs in meeting the requirements of their 21st century markets. expectations of this position center on having a ""can-do"" attitude and demeanor to service external and internal customers. this is an excellent opportunity for candidates looking to be challenged by a dynamic, fast-paced environment requiring the ability to multi-task over a variety of custom and standard conveyor design solutions. to the right mechanical design engineer, we offer:competitive annual salary commensurate with skills and experiencehealth, dental, ltd and group life insurance401(k) with match and profit sharingpaid holiday and vacationpotential for career growth and earnings growth founded in 1969 and under the same family ownership, industrial kinetics, inc. is an engineered to-order designer and manufacturer of custom conveyors and material handling systems. our goal is to find creative, customized solutions for all of our customers' material handling needs. we work in a variety of exciting industries from food and automotive, to heavy manufacturing and robotics. from concept to completed installation, ik provides turnkey engineering, manufacturing, and integration services. our headquarters and manufacturing operations are located in the convenient western chicago suburb of downers grove, il easily accessible by expressway and public transportation. to learn more about us, please visit our website (but no direct inquiries please; only online applications will be considered): www. iki. com purpose: this position will focus on the mechanical design and development of custom and standard designed conveyor and material handling equipment for the package and pallet conveying industry. education requirements: the ideal candidate would possess a bachelor's degree in mechanical engineering or a related field of study. experience requirements: 0 – 5 years of experience. proven ability to develop unique solutions to new mechanical designs/problems. thorough understanding of 3d design software, solidworks preferred. computer programing experience for the purposes of automation within solidworks is a plus. working knowledge of power transmission products, pneumatics, hydraulics, and electric motors. general knowledge of metal fabrication methods including machining and forming. basic understanding of autocad preferred. proficient in ms office. experience with erp systems a plus. physical requirements: must concentrate mental and visual attention closely on work to 3d models, coordinating manual dexterity with mental and visual attention for sustained periods. usual office working conditions. support on the manufacturing floor may be required with the use of manual and powered hand tools. highly weighted competencies: creativity - contributes to the creation of solutions. active participant in design and brainstorming sessions. regularly suggests new technologies that could benefit industrial kinetics within their own functional area. offers design alternatives during problem solving sessions. begins to take educated risks to explore new ideas. draws on customer and industry understanding to bring new ideas to industrial kinetics. design / technical analysis - sought out to solve a range of straight forward engineering problems; directs people on where to go if answer is unknown; all work may be checked or verified by more senior staff; presents solution methods in formal design reviews; authors reports of work as required. develops detailed drawings with little supervision. leverages knowledge of manufacturing and machining process to apply proper tolerances, fitments, and clearances. engineering tools - developing expertise in a large variety of engineering tools consistent with their level of responsibility. beginning to anticipate needs of the department and identifies areas for new tools or new application of existing tools. begins to create time saving processes to simplify engineering design activities within own functional area. systems expertise - draws upon experience in previous project assignments, recognizes other design elements that would affect their work. developing an understanding of the impact their work has on both upstream and downstream activities/processes. responsibilities: under general direction- develop custom and standard conveyor solutions using 3d modeling and sheet metal techniques that fit project and/or company standards within schedule - while taking into account fabrication, assembly, maintenance, installation, and serviceability. 1. create accurate deliverables for internal and external customers to specified standards within project schedule. 2. work with the team to continuously improve procedures and processes in an effort to improve safety, quality and profitability. 3. able to handle multiple projects at once. 4. ensure necessary details, dimensions and calculations are prepared and accurate applying applicable standards. 5. prepare detailed fabrication and assembly drawings from the final three-dimensional model and ensure completeness of data on prints. 6. produce process documentation such as hand sketches, process sheets and inspection plans as required. 7. other duties as assigned. if you're interested in a challenging, rewarding job with our successful and expanding company, please apply!",1,204
"junior build and release engineer- opts, green card or us citizen scubyt san jose, ca  scubyt is looking for a build and release engineer to join and be part of our dynamic and growing tools and release engineering team supporting monolithic and microservices projects. the devops engineer is responsible for creating and automating the deployment of large scale multi-site applications with a focus on end-to-end customer validation. the devops engineer is responsible for creating and automating the software builds, continuous integration and deployment. the engineer has to team-up with application developers to dynamically scale the simulation environments based on the customer’s actual environments. responsibilities:  * setting up the software builds, test environments, designing the jenkins pipelines and automationadopting test driven methodologies in tools development and designing tools to support microservice based product architecturean expert in setting up continuous integration, testing and delivery pipelines  * responsible for creating and automating the deployment of large scale multi-site applicationswork closely with application developers to dynamically scale the simulation environments based on the customer’s actual environments. manage many system configuration profiles for different customers to support instant creation of simulation environmentsdeveloper build scripts and tools to suite the workloads of customers application  * document systems and best practices for software developers and other devops engineers  * troubleshoot application deployments, recreate customer issuesprovide technical support to internal customer support and professional services teamenthusiastic problem solver who loves challenges and maintains a positive attitude in a dynamic working environment qualifications:bachelor’s degree or higher (or non-us equivalent) in cs, ee, is, math or equivalent  * minimum 3 years of working experience in software development or systems administrationproficient at administering linux machines, preferably rhel or centosstrong coding experience using languages including python and gojob types: full-time, contractcontract length:more than 1 yearcontract renewal:likelywork location:one locationvisa sponsorship potentially available:yes: h-1b work authorizationno: not providing sponsorship for this job",-1,205
"systems engineer, infotainment waymo mountain view, ca  waymo is the self-driving technology company with a mission to make it safe and easy for people and things to move around. building on software and sensor technology developed at google, waymo is now launching the world’s first fully self-driving transportation service that will take members of the public from a to b at the touch of a button.  waymo's systems engineering team works together to blend software and hardware systems in groundbreaking new ways. we set the high performance standards that ensure our vehicles run smoothly and keep passengers safe, then design and perform the tests that validate that performance. we're looking for talented teammates who’ll help us maintain strong teamwork and are passionate about driving results.  in this role, you'll:  decompose product and safety goals into concise, testable requirements for the waymo infotainment system and drive their adoption by collaborating with cross-functional internal teams and external partners influence and develop the infotainment system design, including its tolerance to faults create system architecture diagrams and documents to communicate decisions across the organization work with test engineers to develop or improve test plans and verification strategies work with test engineers to create bench test rigs for the infotainment systems including displays, speakers, microphones, etc. analyze collected test results and derive useful insight for the cross-functional teams organize, prioritize, and deliver design feedback and system testing results to help the implementing engineers deliver excellent products  at a minimum we’d like you to have:  a bachelor’s degree in electrical engineering, physics, or other technical field at least 3 years of experience in systems engineering or hardware engineering domain expertise in vehicle infotainment, display, and audio systems a strong root-cause analysis mindset to problem solving strong analytical skills code comprehension skills to effectively collaborate with our software teams ability and desire to learn new things  it’s preferred if you have:  experience decomposing use cases into technical requirements experience building or working with bench tests setups or vehicle bring up",1,206
"automation engineer ii roche south san francisco, ca  as an automation engineer ii, you are responsible in providing support for bio-pharmaceutical manufacturing projects and operations for the downstream automation group with a focus on drug product. area of focus will primarily be supporting manufacturing computer/automation/process control systems to ensure reliable operation of drug product systems, including commercial and clinical fill lines and associated control systems used in and supporting bulk processing, the filling of recombinant proteins, packaging, and inspection. candidate must be a self-starter, who can independently drive projects and day-to-day work tasks to completion according to a defined budget and schedule. the candidate must be able to work well with others in an informal results-oriented environment. responsibilities manufacturing technical support. provide 24x7 on-call for manufacturing computer/automation/process control systems. monitoring and analysis of manufacturing data as necessary to provide support for process discrepancies, investigations, validation protocols, process transfers, or equipment troubleshooting developing and implementing technologies which enhance manufacturing operations support implementation of projects of various magnitude to maximize success rates, reduce discrepancies, increase capacity/productivity, increase levels of safety and/or compliance. design and execution of large and/or strategic projects in line with overall department and plant strategies, including: project approach and resource needs, options analysis, execution plan, engineering document development, and system ownership through the project delivery life cycle of planning, design, implementation, installation, commission and qualification. contribute towards infrastructure improvements to guidelines, procedures, practices, standards and cross-functional business processes to increase efficiency and effectiveness of the automation group. candidate should have a mindset of sharing insights and improvements, and participating in/lead design reviews. ensure that systems achieve a high level of performance, reliability and regulatory compliance. author and maintain detailed design documents, system architecture diagrams and standard operating procedures. provide technical leadership, guidance and mentoring to staff including projects, continuous improvements and inspection/regulatory readiness initiatives. assess and manage risks associated with system operation and use, and design, and implement improvements. support site audits and inspections, and implement corrections as needed. this position requires strong adherence to compliance and safety requirements, cgmps, sops, and other manufacturing documents. as with any position in a manufacturing environment, the job requires an ability to adapt to rapidly changing priorities and the flexibility to support operations in accordance with the manufacturing schedule. qualifications b. s or m. s. in chemical, electrical or mechanical engineering or equivalent degree 5+ years of relevant work experience/training. working experience supporting multiple controller platforms (such as allen-bradley plc 5 & controllogix, siemens, etc.) and interfaces (ge ifix, rsview, etc.), as well as historian and sql/database experience. experience at reviewing instrumentation and electrical wiring diagrams, communication networks, installation and troubleshooting. theoretical and applied knowledge of process instrumentation, classical process control, continuous process control, electrical areas and s88 batch programming, validation and gmp regulations applicable to automated systems (including ispe gamp guidelines), isa standards and p&id nomenclature. experience working in a cgmp environment requires an ability to adapt to rapidly changing priorities and the flexibility to support operations in accordance with the manufacturing schedule. the successful candidate must have strong initiative and integrity as well as strong interpersonal, written and verbal communication skills. they should be able to successfully work independently and within teams, demonstrate strong problem solving skills, partner/customer focus, and the ability to work with complex business systems and processes. the work environment will require: general office work including working on a computer terminal developing engineering documents and software. manufacturing support including working on processing equipment in clean and mechanical spaces within genentech’s south san francisco manufacturing facility. flexibility for after-hours on call support rotation and support of 24/7 manufacturing operations #li-ts2 #ptcareers roche is an equal opportunity employer. manufacturing, manufacturing > production engineering",-1,207
